Focal species,Food item,Category,Additional food item information,Method,Sample size,% frequency of occurrence,% of total volume,Estimated mean % prey composition,Mean % relative density,% total volume for season,% frequency of occurrence within samples containing bird remains,% of dry fecal weight,% of all fish identified,% contribution to fatty acid signatures,% of total stems utilized,% time spent on each food type,% of browse pile,Average fragments of chewed vegetation per colony,Location,Additional location information,Sampling period,Month,Season,Reference,
Canadian lynx,American beaver,American beaver,,Scat + gut content analysis,139,2,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,American beaver,American beaver,,Scat + gut content analysis,92,2,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,American beaver,American beaver,,Scat + gut content analysis,152,T,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,American moose,American moose,,Scat + gut content analysis,139,18,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,American moose,American moose,,Scat + gut content analysis,92,3,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,American moose,American moose,,Scat + gut content analysis,43,42,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,American moose,American moose,,Scat + gut content analysis,152,13,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,American moose,American moose,,Stomach content analysis,9,,,,,71,,,,,,,,,Newfoundland,,1956-1960,December-March,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,American moose,American moose,,Stomach content analysis,21,,,,,5,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,birds,Anseriformes,"Black duck, Green-winged teal, Chicken",Scat + gut content analysis,152,3,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,birds,Anseriformes,"Black duck, Green-winged teal, Chicken",Scat + gut content analysis,43,22,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Black duck,Anseriformes,,Stomach content analysis,5,,,,,20,,,,,,,,,Newfoundland,,1956-1960,December-March,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Green-winged teal,Anseriformes,,Stomach content analysis,5,,,,,17.5,,,,,,,,,Newfoundland,,1956-1960,December-March,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Caribou,Caribou,,Scat + gut content analysis,139,7,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Caribou,Caribou,,Scat + gut content analysis,92,4,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Caribou,Caribou,,Scat + gut content analysis,152,5,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Caribou,Caribou,,Stomach content analysis,21,,,,,5,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Common muskrat,Common muskrat,,Scat + gut content analysis,139,2,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Common muskrat,Common muskrat,,Scat + gut content analysis,92,2,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Common muskrat,Common muskrat,,Scat + gut content analysis,43,5,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Common muskrat,Common muskrat,,Scat + gut content analysis,152,1,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Meadow vole,Meadow vole,,Scat + gut content analysis,139,14,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",sampling performed in summer but used to infer winter diet based on height of plants?
Canadian lynx,Meadow vole,Meadow vole,,Scat + gut content analysis,92,30,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",sampling performed in summer but used to infer winter diet based on height of plants?
Canadian lynx,Meadow vole,Meadow vole,,Scat + gut content analysis,43,9,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",sampling performed in summer but used to infer winter diet based on height of plants?
Canadian lynx,Meadow vole,Meadow vole,,Scat + gut content analysis,152,5,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",sampling performed in summer but used to infer winter diet based on height of plants?
Canadian lynx,Meadow vole,Meadow vole,,Stomach content analysis,5,,,,,20,,,,,,,,,Newfoundland,,1956-1960,December-March,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",sampling performed in summer but used to infer winter diet based on height of plants?
Canadian lynx,Meadow vole,Meadow vole,,Stomach content analysis,21,,,,,9,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",sampling performed in summer but used to infer winter diet based on height of plants?
Canadian lynx,Snowshoe hare,Snowshoe hare,,Scat + gut content analysis,139,72,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Scat + gut content analysis,92,65,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Scat + gut content analysis,43,56,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Scat + gut content analysis,152,85,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Stomach content analysis,5,,,,,60,,,,,,,,,Newfoundland,,1956-1960,December-March,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Stomach content analysis,5,,,,,44.5,,,,,,,,,Newfoundland,,1956-1960,December-March,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Stomach content analysis,9,,,,,29,,,,,,,,,Newfoundland,,1956-1960,December-March,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Stomach content analysis,21,,,,,71,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Cow,,,Scat + gut content analysis,43,3,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Sheep,,,Scat + gut content analysis,139,2,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Sheep,,,Scat + gut content analysis,43,5,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Sheep,,,Scat + gut content analysis,152,2,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Chicken,,,Stomach content analysis,21,,,,,5,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Sheep,,,Stomach content analysis,5,,,,,2.5,,,,,,,,,Newfoundland,,1956-1960,December-March,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,Sheep,,,Stomach content analysis,21,,,,,T,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,birds,Galliformes,"Fox sparrows, ptarmigan, green-winged teal, black ducks",Scat + gut content analysis,139,28,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,grasses,grasses,,Scat + gut content analysis,92,6,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,grasses,grasses,,Scat + gut content analysis,139,12,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,grasses,grasses,,Scat + gut content analysis,43,7,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,grasses,grasses,,Scat + gut content analysis,152,7,,,,,,,,,,,,,Newfoundland,,1956-1960,December-March,winter,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,birds,Passeriformes,"Fox sparrows, flicker",Scat + gut content analysis,92,44,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,insects,terrestrial invertebrates,,Scat + gut content analysis,139,T,,,,,,,,,,,,,Newfoundland,,1956-1960,April-May,spring,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,insects,terrestrial invertebrates,,Scat + gut content analysis,92,3,,,,,,,,,,,,,Newfoundland,,1956-1960,June-September,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Canadian lynx,insects,terrestrial invertebrates,,Scat + gut content analysis,43,3,,,,,,,,,,,,,Newfoundland,,1956-1960,October-November,fall,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
Caribou,deciduous shrubs,deciduous shrubs/trees,"Populus spp., Betula spp., Acer spp.",Gut content analysis,28,16,,,,,,,,,,,,,Newfoundland,,1957-1966,~May-July,spring,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,deciduous shrubs,deciduous shrubs/trees,"Alnus crispa, Vaccinium angustifolium",Gut content analysis,34,9,,,,,,,,,,,,,Newfoundland,,1957-1966,September-December,fall,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,deciduous shrubs,deciduous shrubs/trees,"Betula pulma, Alnus crispa, Amelanchier bartramiana, Vaccinium angustifolium",Gut content analysis,8,3,,,,,,,,,,,,,Newfoundland,,1959,March,winter,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,deciduous shrubs,deciduous shrubs/trees,Vaccinium angustifolium,Gut content analysis,14,15,,,,,,,,,,,,,Newfoundland,,1957-1966,July-September,summer,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Alnus crispa + Alnus rugosa,deciduous shrubs/trees,deciduous plants,,28,32,,,,,,,,,,,,,Newfoundland,,1957-1966,,spring,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Alnus crispa + Alnus rugosa,deciduous shrubs/trees,deciduous plants,,14,36,,,,,,,,,,,,,Newfoundland,,1957-1966,July-September,summer,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Alnus crispa + Alnus rugosa,deciduous shrubs/trees,deciduous plants,,8,24,,,,,,,,,,,,,Newfoundland,,1957-1966,,winter,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Amelanchier bartramiana,deciduous shrubs/trees,deciduous plants,,28,29,,,,,,,,,,,,,Newfoundland,,1957-1966,,spring,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Amelanchier bartramiana,deciduous shrubs/trees,deciduous plants,,14,50,,,,,,,,,,,,,Newfoundland,,1957-1966,July-September,summer,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Amelanchier bartramiana,deciduous shrubs/trees,deciduous plants,,8,18,,,,,,,,,,,,,Newfoundland,,1957-1966,,winter,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Betula glandulosa + Betula pumila,deciduous shrubs/trees,deciduous plants,,28,36,,,,,,,,,,,,,Newfoundland,,1957-1966,,spring,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Betula glandulosa + Betula pumila,deciduous shrubs/trees,deciduous plants,,14,71,,,,,,,,,,,,,Newfoundland,,1957-1966,July-September,summer,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Betula glandulosa + Betula pumila,deciduous shrubs/trees,deciduous plants,,8,47,,,,,,,,,,,,,Newfoundland,,1957-1966,,winter,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Betula michauxii,deciduous shrubs/trees,deciduous plants,,28,43,,,,,,,,,,,,,Newfoundland,,1957-1966,,spring,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Betula michauxii,deciduous shrubs/trees,deciduous plants,,14,43,,,,,,,,,,,,,Newfoundland,,1957-1966,July-September,summer,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Betula michauxii,deciduous shrubs/trees,deciduous plants,,8,38,,,,,,,,,,,,,Newfoundland,,1957-1966,,winter,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Betula papyrifera,deciduous shrubs/trees,deciduous plants,,14,7,,,,,,,,,,,,,Newfoundland,,1957-1966,July-September,summer,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
Caribou,Betula papyrifera,deciduous shrubs/trees,deciduous plants,,8,12,,,,,,,,,,,,,Newfoundland,,1957-1966,,winter,"Bergerud, A. T. 1972. Food habits of Newfoundland caribou. The Journal of Wildlife Management 36:913-923.",
