Focal species,Food item,Category,Additional food item information,Method,Sample size,% frequency of occurrence,% of total volume,Estimated mean % prey composition,Mean % relative density,% total volume for season,% frequency of occurrence within samples containing bird remains,% of dry fecal weight,% of all fish identified,% contribution to fatty acid signatures,% of total stems utilized,% time spent on each food type,% of browse pile,Average fragments of chewed vegetation per colony,Location,Additional location information,Sampling period,Month,Season,Reference,
North American deermouse,Echinochloa,grasses,seeds,Stomach content analysis,444,2.7,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Echinochloa,grasses,,Stomach content analysis,162,,0,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Echinochloa,grasses,,Stomach content analysis,37,,1.2,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Echinochloa,grasses,,Stomach content analysis,73,,6.4,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Elymus,grasses,seeds,Stomach content analysis,444,0.7,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Elymus,grasses,,Stomach content analysis,172,,0.3,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Elymus,grasses,,Stomach content analysis,73,,0,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Leersia,grasses,seeds,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Panicum,grasses,seeds,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Phleum,grasses,seeds,Stomach content analysis,444,0.5,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Setaria,grasses,seeds,Stomach content analysis,444,2.7,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Setaria,grasses,,Stomach content analysis,162,,1.4,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Setaria,grasses,,Stomach content analysis,172,,2.1,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Setaria,grasses,,Stomach content analysis,37,,2.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Setaria,grasses,,Stomach content analysis,73,,0.6,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Sorghum halepense,grasses,seeds,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,soybeans,herbaceous plants,,Stomach content analysis,444,12.8,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Soybeans,herbaceous plants,,Stomach content analysis,162,,10.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Soybeans,herbaceous plants,,Stomach content analysis,172,,13.4,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Soybeans,herbaceous plants,,Stomach content analysis,37,,3.1,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Soybeans,herbaceous plants,,Stomach content analysis,73,,6.9,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Amaranthus,herbaceous plants,seeds,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Ambrosia,herbaceous plants,,Stomach content analysis,162,,0.6,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Ambrosia,herbaceous plants,,Stomach content analysis,73,,2.2,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Ambrosia trifida,herbaceous plants,seeds,Stomach content analysis,444,0.7,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Chenopodium,herbaceous plants,seeds,Stomach content analysis,444,2.9,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,corn,herbaceous plants,,Stomach content analysis,444,8.3,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,corn,herbaceous plants,,Stomach content analysis,162,,8.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,corn,herbaceous plants,,Stomach content analysis,172,,4.1,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,corn,herbaceous plants,,Stomach content analysis,37,,4.2,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,corn,herbaceous plants,,Stomach content analysis,73,,3.2,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,"Corn, anthers, pollen",herbaceous plants,,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Juncus,herbaceous plants,seeds,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Oxalis,herbaceous plants,seeds,Stomach content analysis,444,0.5,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Polygonum,herbaceous plants,seeds,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Portulaca oleracea,herbaceous plants,seeds,Stomach content analysis,444,0.7,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,"Rye, Oat",herbaceous plants,seeds,Stomach content analysis,444,0.7,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,wheat,herbaceous plants,seeds,Stomach content analysis,444,16,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,wheat,herbaceous plants,,Stomach content analysis,162,,23.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,wheat,herbaceous plants,,Stomach content analysis,172,,6.5,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,wheat,herbaceous plants,,Stomach content analysis,37,,1.6,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,wheat,herbaceous plants,,Stomach content analysis,73,,3.2,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Xanthium,herbaceous plants,seeds,Stomach content analysis,444,0.5,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Cultivated sorghum,,seeds,Stomach content analysis,444,1.1,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,flesh,,"mouse, salamander",Stomach content analysis,444,4.1,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,green vegetation,,,Stomach content analysis,444,11,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,green vegetation,,,Stomach content analysis,162,,3.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,green vegetation,,,Stomach content analysis,172,,7.6,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,green vegetation,,,Stomach content analysis,73,,4.3,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,misc. vegetation,,,Stomach content analysis,444,28.4,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,misc. vegetation,,,Stomach content analysis,162,,13.4,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,misc. vegetation,,,Stomach content analysis,172,,15.8,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,misc. vegetation,,,Stomach content analysis,37,,3.1,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,misc. vegetation,,,Stomach content analysis,73,,8,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,unidentified seeds,,,Stomach content analysis,444,11.9,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,unidentified seeds,,,Stomach content analysis,162,,8.3,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,unidentified seeds,,,Stomach content analysis,172,,5.4,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,unidentified seeds,,,Stomach content analysis,37,,5,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,unidentified seeds,,,Stomach content analysis,73,,8.8,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Acrididae,terrestrial invertebrates,,Stomach content analysis,444,0.5,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Collembola,terrestrial invertebrates,,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Enchytraeidae,terrestrial invertebrates,,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Formicidae,terrestrial invertebrates,,Stomach content analysis,444,0.9,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Gryllidae,terrestrial invertebrates,,Stomach content analysis,444,0.5,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Miridae,terrestrial invertebrates,,Stomach content analysis,444,0.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Chilopoda,terrestrial invertebrates,,Stomach content analysis,444,3.2,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Chilopoda,terrestrial invertebrates,,Stomach content analysis,162,,0.3,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Chilopoda,terrestrial invertebrates,,Stomach content analysis,172,,2.1,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Chilopoda,terrestrial invertebrates,,Stomach content analysis,73,,2,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,162,,1.4,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,172,,3.9,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,37,,5.3,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,73,,5.1,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,444,3.8,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,162,,1,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,172,,1.8,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,37,,0.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Coleoptera,terrestrial invertebrates,,Stomach content analysis,73,,1.6,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Diptera,terrestrial invertebrates,,Stomach content analysis,444,3.4,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Diptera,terrestrial invertebrates,,Stomach content analysis,444,4.5,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Earthworm,terrestrial invertebrates,,Stomach content analysis,162,,1.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Earthworm,terrestrial invertebrates,,Stomach content analysis,172,,2.9,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Earthworm,terrestrial invertebrates,,Stomach content analysis,73,,0,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Hemiptera,terrestrial invertebrates,,Stomach content analysis,444,5.9,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Hemiptera,terrestrial invertebrates,,Stomach content analysis,162,,0.9,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Hemiptera,terrestrial invertebrates,,Stomach content analysis,172,,1.3,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,March-May,spring,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Hemiptera,terrestrial invertebrates,,Stomach content analysis,37,,2.7,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,June-August,summer,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Hemiptera,terrestrial invertebrates,,Stomach content analysis,73,,4.2,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,September-November,fall,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,444,30,,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,,,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
North American deermouse,Lepidoptera ,terrestrial invertebrates,,Stomach content analysis,162,,4.8,,,,,,,,,,,,"Vigo County, Indiana",,1962-1965,December-February,winter,"Whitaker, J. O. Food of Mus musculus,  Peromyscus maniculatus bairdi and Peromyscus leucopus in Vigo County, Indiana. Journal of Mammalogy 47:473-486.",
